timestamp,user,src_ip,event,success
2025-01-02 08:11:03.253456221,carol,10.0.3.71,logout,0
2025-01-02 08:13:51.425992779,bob,10.0.0.208,login,1
2025-01-02 08:14:36.178260869,alice,10.0.0.232,logout,1
2025-01-02 08:15:32.449392712,dave,10.0.0.218,login,0
2025-01-02 08:17:41.405529953,carol,10.0.0.165,login,1
2025-01-02 08:19:03.335740072,bob,10.0.2.45,passwd_change,0
2025-01-02 08:20:51.826086956,alice,10.0.2.183,logout,1
2025-01-02 08:21:22.242914979,dave,10.0.0.87,login,1
2025-01-02 08:24:15.245487364,bob,10.0.1.14,login,1
2025-01-02 08:24:19.557603686,carol,10.0.0.11,login,1
2025-01-02 08:27:07.473913043,alice,10.0.3.235,logout,0
2025-01-02 08:27:12.036437246,dave,10.0.3.182,login,1
2025-01-02 08:29:27.155234657,bob,10.0.2.192,ssh_open,1
2025-01-02 08:30:57.709677419,carol,10.0.3.126,logout,0
2025-01-02 08:33:01.829959514,dave,10.0.2.10,ssh_open,1
2025-01-02 08:33:23.121739130,alice,10.0.2.200,login,0
2025-01-02 08:34:39.064981949,bob,10.0.1.89,login,0
2025-01-02 08:34:39.064981949,bob,203.0.113.139,login,0
2025-01-02 08:37:35.861751152,carol,10.0.0.167,passwd_change,1
2025-01-02 08:38:51.623481781,dave,10.0.2.143,login,0
2025-01-02 08:39:38.769565217,alice,10.0.1.188,login,1
2025-01-02 08:39:50.974729241,bob,10.0.0.99,login,1
2025-01-02 08:44:14.013824884,carol,10.0.1.137,login,1
2025-01-02 08:44:41.417004048,dave,10.0.1.190,login,1
2025-01-02 08:45:02.884476534,bob,10.0.1.63,login,1
2025-01-02 08:45:54.417391304,alice,10.0.1.181,login,1
2025-01-02 08:50:14.794223826,bob,10.0.1.219,logout,1
2025-01-02 08:50:31.210526315,dave,10.0.3.66,ssh_open,1
2025-01-02 08:50:52.165898617,carol,10.0.3.61,logout,1
2025-01-02 08:52:10.065217391,alice,10.0.0.233,logout,0
2025-01-02 08:55:26.703971119,bob,10.0.3.76,login,1
2025-01-02 08:56:21.004048582,dave,10.0.1.82,login,1
2025-01-02 08:57:30.317972350,carol,10.0.2.211,login,1
2025-01-02 08:58:25.713043478,alice,10.0.0.167,ssh_open,1
2025-01-02 09:00:38.613718411,bob,10.0.3.54,ssh_open,0
2025-01-02 09:02:10.797570850,dave,10.0.3.20,login,1
2025-01-02 09:04:08.470046082,carol,10.0.1.247,login,1
2025-01-02 09:04:41.360869565,alice,10.0.0.40,logout,1
2025-01-02 09:05:50.523465703,bob,10.0.3.79,login,1
2025-01-02 09:08:00.591093117,dave,10.0.3.197,login,1
2025-01-02 09:10:46.622119815,carol,10.0.1.117,login,1
2025-01-02 09:10:57.008695652,alice,10.0.3.212,logout,1
2025-01-02 09:11:02.433212996,bob,10.0.2.52,login,1
2025-01-02 09:13:50.384615384,dave,10.0.1.149,login,1
2025-01-02 09:16:14.342960288,bob,10.0.3.81,login,1
2025-01-02 09:17:12.656521739,alice,10.0.0.34,ssh_open,1
2025-01-02 09:17:24.774193548,carol,10.0.3.162,logout,1
2025-01-02 09:19:40.178137651,dave,10.0.3.196,login,1
2025-01-02 09:21:26.252707581,bob,10.0.3.22,login,1
2025-01-02 09:23:28.304347826,alice,10.0.3.252,logout,1
2025-01-02 09:24:02.926267281,carol,10.0.3.201,ssh_open,1
2025-01-02 09:25:29.971659919,dave,10.0.1.13,logout,1
2025-01-02 09:26:38.162454873,bob,10.0.2.41,login,1
2025-01-02 09:29:43.952173913,alice,10.0.0.169,login,1
2025-01-02 09:30:41.078341013,carol,10.0.2.62,login,1
2025-01-02 09:31:19.765182186,dave,10.0.2.38,login,0
2025-01-02 09:31:50.072202166,bob,10.0.3.106,login,0
2025-01-02 09:35:59.600000000,alice,10.0.1.190,passwd_change,1
2025-01-02 09:37:01.981949458,bob,10.0.2.224,login,1
2025-01-02 09:37:09.558704453,dave,10.0.0.250,logout,1
2025-01-02 09:37:19.230414746,carol,10.0.1.220,login,1
2025-01-02 09:42:13.891696750,bob,10.0.2.15,logout,1
2025-01-02 09:42:15.247826086,alice,10.0.1.32,login,1
2025-01-02 09:42:59.352226720,dave,10.0.1.166,login,1
2025-01-02 09:43:57.382488479,carol,10.0.2.72,login,1
2025-01-02 09:47:25.801444043,bob,10.0.0.55,login,1
2025-01-02 09:48:30.895652173,alice,10.0.1.137,login,0
2025-01-02 09:48:49.145748987,dave,10.0.0.26,login,1
2025-01-02 09:50:35.534562211,carol,10.0.1.198,login,1
2025-01-02 09:52:37.711191335,bob,10.0.3.231,login,0
2025-01-02 09:54:38.939271255,dave,10.0.0.91,login,1
2025-01-02 09:54:46.543478260,alice,10.0.3.6,login,1
2025-01-02 09:57:13.686635944,carol,10.0.0.29,login,1
2025-01-02 09:57:49.620938628,bob,10.0.1.227,login,1
2025-01-02 10:00:28.732793522,dave,10.0.0.107,login,1
2025-01-02 10:01:02.191304347,alice,10.0.3.165,ssh_open,0
2025-01-02 10:03:01.530685920,bob,10.0.0.173,login,1
2025-01-02 10:03:51.838709677,carol,10.0.3.74,login,1
2025-01-02 10:06:18.526315789,dave,10.0.1.134,logout,1
2025-01-02 10:07:17.839130434,alice,10.0.3.237,login,1
2025-01-02 10:08:13.440433212,bob,10.0.1.62,login,1
2025-01-02 10:10:29.990783410,carol,10.0.3.136,login,1
2025-01-02 10:12:08.319838056,dave,10.0.2.79,login,1
2025-01-02 10:13:25.350180505,bob,10.0.1.107,logout,0
2025-01-02 10:13:33.486956521,alice,10.0.0.24,login,0
2025-01-02 10:17:08.142857142,carol,10.0.3.134,login,1
2025-01-02 10:17:58.113360323,dave,10.0.1.20,login,1
2025-01-02 10:18:37.259927797,bob,10.0.1.54,login,1
2025-01-02 10:19:49.134782608,alice,10.0.3.48,login,1
2025-01-02 10:23:46.294930875,carol,10.0.3.217,login,1
2025-01-02 10:23:47.906882591,dave,10.0.1.249,login,1
2025-01-02 10:23:49.169675090,bob,10.0.1.33,passwd_change,1
2025-01-02 10:26:04.782608695,alice,10.0.0.120,login,1
2025-01-02 10:29:01.079422382,bob,10.0.3.97,login,1
2025-01-02 10:29:37.700404858,dave,10.0.3.124,logout,1
2025-01-02 10:30:24.447004608,carol,10.0.0.254,logout,1
2025-01-02 10:32:20.430434782,alice,10.0.3.203,login,1
2025-01-02 10:34:12.989169675,bob,203.0.113.156,login,0
2025-01-02 10:34:12.989169675,bob,10.0.0.147,login,1
2025-01-02 10:35:27.493927125,dave,10.0.3.128,login,0
2025-01-02 10:37:02.599078341,carol,10.0.2.28,login,1
2025-01-02 10:38:36.078260869,alice,10.0.2.50,logout,1
2025-01-02 10:39:24.898916967,bob,10.0.3.92,passwd_change,1
2025-01-02 10:41:17.287449392,dave,10.0.0.221,logout,1
2025-01-02 10:43:40.751152073,carol,10.0.0.69,logout,1
2025-01-02 10:44:36.808664259,bob,10.0.3.156,login,1
2025-01-02 10:44:51.726086956,alice,10.0.1.175,passwd_change,0
2025-01-02 10:47:07.080971659,dave,10.0.1.156,login,1
2025-01-02 10:49:48.718411552,bob,10.0.2.76,login,1
2025-01-02 10:50:18.903225806,carol,10.0.0.91,ssh_open,1
2025-01-02 10:51:07.373913043,alice,10.0.0.134,login,1
2025-01-02 10:52:56.874493927,dave,10.0.2.79,login,0
2025-01-02 10:55:00.628158844,bob,10.0.0.88,ssh_open,1
2025-01-02 10:56:57.055299539,carol,10.0.3.122,login,1
2025-01-02 10:57:23.021739130,alice,10.0.0.83,login,1
2025-01-02 10:58:46.668016194,dave,10.0.2.128,logout,1
2025-01-02 11:00:12.537906137,bob,10.0.3.201,ssh_open,1
2025-01-02 11:03:35.207373271,carol,10.0.0.126,login,1
2025-01-02 11:03:38.669565217,alice,10.0.0.173,login,1
2025-01-02 11:04:36.461538461,dave,10.0.1.76,login,0
2025-01-02 11:05:24.447653429,bob,10.0.3.224,logout,0
2025-01-02 11:09:54.317391304,alice,10.0.3.38,login,1
2025-01-02 11:10:13.359447004,carol,10.0.0.218,login,1
2025-01-02 11:10:26.255060728,dave,10.0.2.64,login,1
2025-01-02 11:10:36.357400722,bob,10.0.1.82,login,1
2025-01-02 11:15:48.267148014,bob,10.0.3.146,login,1
2025-01-02 11:16:09.965217391,alice,10.0.3.167,login,1
2025-01-02 11:16:16.048582995,dave,10.0.0.224,ssh_open,1
2025-01-02 11:16:51.511520737,carol,10.0.0.196,login,1
2025-01-02 11:21:00.176895306,bob,203.0.113.27,login,0
2025-01-02 11:21:00.176895306,bob,10.0.1.71,ssh_open,0
2025-01-02 11:22:05.842105263,dave,10.0.1.163,login,1
2025-01-02 11:22:25.613043478,alice,10.0.3.232,logout,1
2025-01-02 11:23:29.663594470,carol,10.0.1.5,login,1
2025-01-02 11:26:12.086642599,bob,10.0.3.14,ssh_open,1
2025-01-02 11:27:55.635627530,dave,10.0.2.213,login,1
2025-01-02 11:28:41.260869565,alice,10.0.0.189,logout,1
2025-01-02 11:30:07.815668202,carol,10.0.2.116,login,1
2025-01-02 11:31:23.996389891,bob,10.0.0.188,login,1
2025-01-02 11:33:45.429149797,dave,10.0.2.180,login,1
2025-01-02 11:34:56.908695652,alice,10.0.2.29,login,0
2025-01-02 11:36:35.906137184,bob,10.0.0.44,login,1
2025-01-02 11:36:45.967741935,carol,10.0.3.157,login,1
2025-01-02 11:39:35.222672064,dave,10.0.3.240,login,1
2025-01-02 11:41:12.556521739,alice,10.0.1.236,login,1
2025-01-02 11:41:47.815884476,bob,10.0.3.109,login,1
2025-01-02 11:43:24.119815668,carol,10.0.3.117,login,1
2025-01-02 11:45:25.016194331,dave,10.0.0.189,logout,1
2025-01-02 11:46:59.725631768,bob,10.0.2.124,login,1
2025-01-02 11:47:28.204347826,alice,10.0.2.86,login,1
2025-01-02 11:50:02.271889400,carol,10.0.0.34,login,1
2025-01-02 11:51:14.809716599,dave,10.0.0.227,login,1
2025-01-02 11:52:11.635379061,bob,10.0.0.47,logout,1
2025-01-02 11:53:43.852173913,alice,10.0.1.213,login,1
2025-01-02 11:56:40.423963133,carol,10.0.1.101,logout,0
2025-01-02 11:57:04.603238866,dave,10.0.0.63,ssh_open,1
2025-01-02 11:57:23.545126353,bob,10.0.3.25,login,1
2025-01-02 11:59:59.500000000,alice,10.0.1.41,ssh_open,1
2025-01-02 12:02:35.454873646,bob,10.0.2.89,login,1
2025-01-02 12:02:54.396761133,dave,10.0.0.154,logout,1
2025-01-02 12:03:18.576036866,carol,10.0.3.105,login,1
2025-01-02 12:06:15.147826086,alice,10.0.2.253,logout,1
2025-01-02 12:07:47.364620938,bob,10.0.1.242,login,1
2025-01-02 12:08:44.190283400,dave,10.0.0.5,ssh_open,1
2025-01-02 12:09:56.728110599,carol,10.0.3.48,login,1
2025-01-02 12:12:30.795652173,alice,10.0.0.65,ssh_open,1
2025-01-02 12:12:59.274368231,bob,10.0.2.157,login,1
2025-01-02 12:14:33.983805668,dave,10.0.2.247,logout,1
2025-01-02 12:16:34.880184331,carol,10.0.1.193,logout,1
2025-01-02 12:18:11.184115523,bob,10.0.1.97,login,1
2025-01-02 12:18:46.443478260,alice,10.0.1.51,ssh_open,1
2025-01-02 12:20:23.777327935,dave,10.0.2.114,ssh_open,1
2025-01-02 12:23:13.032258064,carol,10.0.0.82,login,1
2025-01-02 12:23:23.093862815,bob,10.0.2.10,login,1
2025-01-02 12:25:02.091304347,alice,10.0.2.65,logout,0
2025-01-02 12:26:13.570850202,dave,10.0.2.141,logout,1
2025-01-02 12:28:35.003610108,bob,10.0.0.153,login,0
2025-01-02 12:28:35.003610108,bob,203.0.113.63,login,0
2025-01-02 12:29:51.184331797,carol,10.0.3.150,logout,1
2025-01-02 12:31:17.739130434,alice,10.0.0.67,ssh_open,1
2025-01-02 12:32:03.364372469,dave,10.0.1.150,login,1
2025-01-02 12:33:46.913357400,bob,10.0.2.24,ssh_open,1
2025-01-02 12:36:29.336405529,carol,10.0.3.131,login,1
2025-01-02 12:37:33.386956521,alice,10.0.3.238,login,1
2025-01-02 12:37:53.157894736,dave,10.0.0.63,login,1
2025-01-02 12:38:58.823104693,bob,10.0.3.138,login,1
2025-01-02 12:43:07.488479262,carol,10.0.3.223,login,1
2025-01-02 12:43:42.951417004,dave,10.0.2.87,logout,1
2025-01-02 12:43:49.034782608,alice,10.0.2.102,login,1
2025-01-02 12:44:10.732851985,bob,10.0.0.191,login,1
2025-01-02 12:49:22.642599277,bob,10.0.3.108,login,0
2025-01-02 12:49:32.744939271,dave,10.0.0.32,login,1
2025-01-02 12:49:45.640552995,carol,10.0.3.31,ssh_open,1
2025-01-02 12:50:04.682608695,alice,10.0.3.50,login,0
2025-01-02 12:54:34.552346570,bob,10.0.1.77,login,1
2025-01-02 12:55:22.538461538,dave,10.0.3.84,logout,1
2025-01-02 12:56:20.330434782,alice,10.0.2.173,login,1
2025-01-02 12:56:23.792626728,carol,10.0.2.30,login,1
2025-01-02 12:59:46.462093862,bob,10.0.2.13,login,1
2025-01-02 13:01:12.331983805,dave,10.0.0.186,login,1
2025-01-02 13:02:35.978260869,alice,10.0.2.56,login,1
2025-01-02 13:03:01.944700460,carol,10.0.0.77,login,1
2025-01-02 13:04:58.371841155,bob,10.0.1.7,login,1
2025-01-02 13:07:02.125506072,dave,10.0.2.115,logout,1
2025-01-02 13:08:51.626086956,alice,10.0.2.156,login,1
2025-01-02 13:09:40.096774193,carol,10.0.2.110,ssh_open,1
2025-01-02 13:10:10.281588447,bob,10.0.0.110,login,0
2025-01-02 13:12:51.919028340,dave,10.0.3.80,login,0
2025-01-02 13:15:07.273913043,alice,10.0.3.45,logout,0
2025-01-02 13:15:22.191335740,bob,10.0.2.225,login,0
2025-01-02 13:16:18.248847926,carol,10.0.3.76,logout,1
2025-01-02 13:18:41.712550607,dave,10.0.2.190,ssh_open,0
2025-01-02 13:20:34.101083032,bob,10.0.0.62,logout,1
2025-01-02 13:21:22.921739130,alice,10.0.2.211,logout,1
2025-01-02 13:22:56.400921658,carol,10.0.2.194,logout,1
2025-01-02 13:24:31.506072874,dave,10.0.2.53,login,1
2025-01-02 13:25:46.010830324,bob,10.0.1.146,login,1
2025-01-02 13:27:38.569565217,alice,10.0.1.189,login,1
2025-01-02 13:29:34.552995391,carol,10.0.3.63,login,1
2025-01-02 13:30:21.299595141,dave,10.0.2.189,login,1
2025-01-02 13:30:57.920577617,bob,10.0.3.174,login,1
2025-01-02 13:33:54.217391304,alice,10.0.0.183,login,1
2025-01-02 13:36:09.830324909,bob,10.0.2.16,login,1
2025-01-02 13:36:11.093117408,dave,10.0.0.43,logout,1
2025-01-02 13:36:12.705069124,carol,10.0.2.22,login,1
2025-01-02 13:40:09.865217391,alice,10.0.2.49,logout,1
2025-01-02 13:41:21.740072202,bob,10.0.0.39,login,1
2025-01-02 13:42:00.886639676,dave,10.0.2.31,logout,1
2025-01-02 13:42:50.857142857,carol,10.0.2.106,logout,1
2025-01-02 13:46:25.513043478,alice,10.0.0.190,login,1
2025-01-02 13:46:33.649819494,bob,10.0.2.85,login,1
2025-01-02 13:47:50.680161943,dave,10.0.3.28,logout,0
2025-01-02 13:49:29.009216589,carol,10.0.3.197,login,1
2025-01-02 13:51:45.559566787,bob,10.0.0.171,login,1
2025-01-02 13:52:41.160869565,alice,10.0.0.127,login,1
2025-01-02 13:53:40.473684210,dave,10.0.3.171,ssh_open,1
2025-01-02 13:56:07.161290322,carol,10.0.3.217,login,1
2025-01-02 13:56:57.469314079,bob,203.0.113.137,login,0
2025-01-02 13:56:57.469314079,bob,10.0.3.112,login,1
2025-01-02 13:58:56.808695652,alice,10.0.0.245,login,1
2025-01-02 13:59:30.267206477,dave,10.0.1.69,login,1
2025-01-02 14:02:09.379061371,bob,10.0.3.187,login,1
2025-01-02 14:02:45.313364055,carol,10.0.1.187,logout,1
2025-01-02 14:05:12.456521739,alice,10.0.2.237,login,1
2025-01-02 14:05:20.060728744,dave,10.0.1.191,logout,1
2025-01-02 14:07:21.288808664,bob,10.0.2.221,ssh_open,1
2025-01-02 14:09:23.465437788,carol,10.0.0.142,login,1
2025-01-02 14:11:09.854251012,dave,10.0.3.53,login,1
2025-01-02 14:11:28.104347826,alice,10.0.0.53,login,1
2025-01-02 14:12:33.198555956,bob,10.0.0.193,ssh_open,1
2025-01-02 14:16:01.617511520,carol,10.0.0.184,login,1
2025-01-02 14:16:59.647773279,dave,10.0.2.253,login,0
2025-01-02 14:17:43.752173913,alice,10.0.2.154,logout,0
2025-01-02 14:17:45.108303249,bob,10.0.3.253,ssh_open,1
2025-01-02 14:22:39.769585253,carol,10.0.3.174,login,1
2025-01-02 14:22:49.441295546,dave,10.0.1.177,login,1
2025-01-02 14:22:57.018050541,bob,10.0.2.192,login,1
2025-01-02 14:23:59.400000000,alice,10.0.3.236,logout,0
2025-01-02 14:28:08.927797833,bob,10.0.3.217,login,1
2025-01-02 14:28:39.234817813,dave,10.0.0.212,login,1
2025-01-02 14:29:17.921658986,carol,10.0.3.60,login,1
2025-01-02 14:30:15.047826086,alice,10.0.3.36,logout,1
2025-01-02 14:33:20.837545126,bob,10.0.3.212,login,1
2025-01-02 14:34:29.028340080,dave,10.0.0.76,login,0
2025-01-02 14:35:56.073732718,carol,10.0.3.140,logout,0
2025-01-02 14:36:30.695652173,alice,10.0.1.233,login,1
2025-01-02 14:38:32.747292418,bob,10.0.1.186,login,1
2025-01-02 14:40:18.821862348,dave,10.0.1.95,logout,1
2025-01-02 14:42:34.225806451,carol,10.0.2.196,passwd_change,1
2025-01-02 14:42:46.343478260,alice,10.0.2.221,logout,1
2025-01-02 14:43:44.657039711,bob,10.0.1.204,login,1
2025-01-02 14:46:08.615384615,dave,10.0.0.163,login,0
2025-01-02 14:48:56.566787003,bob,10.0.3.238,login,1
2025-01-02 14:49:01.991304347,alice,10.0.2.13,logout,1
2025-01-02 14:49:12.377880184,carol,10.0.2.81,login,1
2025-01-02 14:51:58.408906882,dave,10.0.0.250,ssh_open,0
2025-01-02 14:54:08.476534296,bob,10.0.2.121,login,0
2025-01-02 14:55:17.639130434,alice,10.0.1.210,login,0
2025-01-02 14:55:50.529953917,carol,10.0.2.167,login,0
2025-01-02 14:57:48.202429149,dave,10.0.0.85,login,1
2025-01-02 14:59:20.386281588,bob,10.0.0.163,login,1
2025-01-02 15:01:33.286956521,alice,10.0.2.34,logout,1
2025-01-02 15:02:28.682027649,carol,10.0.3.123,login,1
2025-01-02 15:03:37.995951417,dave,10.0.3.40,login,1
2025-01-02 15:04:32.296028880,bob,10.0.2.131,login,1
2025-01-02 15:07:48.934782608,alice,10.0.0.218,login,1
2025-01-02 15:09:06.834101382,carol,10.0.2.128,login,1
2025-01-02 15:09:27.789473684,dave,10.0.0.189,logout,1
2025-01-02 15:09:44.205776173,bob,10.0.2.217,logout,1
2025-01-02 15:14:04.582608695,alice,10.0.3.192,login,1
2025-01-02 15:14:56.115523465,bob,10.0.0.110,login,1
2025-01-02 15:15:17.582995951,dave,10.0.0.229,login,1
2025-01-02 15:15:44.986175115,carol,10.0.0.23,login,0
2025-01-02 15:20:08.025270758,bob,10.0.2.209,passwd_change,0
2025-01-02 15:20:20.230434782,alice,10.0.0.158,login,0
2025-01-02 15:21:07.376518218,dave,10.0.1.221,login,1
2025-01-02 15:22:23.138248847,carol,10.0.0.170,ssh_open,1
2025-01-02 15:25:19.935018050,bob,10.0.3.204,login,1
2025-01-02 15:26:35.878260869,alice,10.0.3.163,login,1
2025-01-02 15:26:57.170040485,dave,10.0.0.36,logout,0
2025-01-02 15:29:01.290322580,carol,10.0.1.220,login,1
2025-01-02 15:30:31.844765342,bob,10.0.3.245,login,1
2025-01-02 15:32:46.963562753,dave,10.0.3.194,login,1
2025-01-02 15:32:51.526086956,alice,10.0.2.119,login,1
2025-01-02 15:35:39.442396313,carol,10.0.2.36,login,1
2025-01-02 15:35:43.754512635,bob,10.0.2.64,login,0
2025-01-02 15:38:36.757085020,dave,10.0.3.82,login,1
2025-01-02 15:39:07.173913043,alice,10.0.0.72,login,1
2025-01-02 15:40:55.664259927,bob,10.0.2.181,login,1
2025-01-02 15:40:55.664259927,bob,203.0.113.13,login,0
2025-01-02 15:42:17.594470046,carol,10.0.0.93,ssh_open,1
2025-01-02 15:44:26.550607287,dave,10.0.1.147,logout,1
2025-01-02 15:45:22.821739130,alice,10.0.2.18,login,1
2025-01-02 15:46:07.574007220,bob,10.0.0.193,login,1
2025-01-02 15:48:55.746543778,carol,10.0.3.13,login,1
2025-01-02 15:50:16.344129554,dave,10.0.1.62,login,1
2025-01-02 15:51:19.483754512,bob,10.0.2.238,login,1
2025-01-02 15:51:38.469565217,alice,10.0.0.101,ssh_open,1
2025-01-02 15:55:33.898617511,carol,10.0.0.8,ssh_open,1
2025-01-02 15:56:06.137651821,dave,10.0.1.155,logout,1
2025-01-02 15:56:31.393501805,bob,10.0.0.231,logout,1
2025-01-02 15:57:54.117391304,alice,10.0.3.167,login,1
2025-01-02 16:01:43.303249097,bob,10.0.1.146,login,1
2025-01-02 16:01:55.931174089,dave,10.0.0.86,logout,0
2025-01-02 16:02:12.050691244,carol,10.0.1.252,login,1
2025-01-02 16:04:09.765217391,alice,10.0.2.136,login,1
2025-01-02 16:06:55.212996389,bob,10.0.2.148,login,1
2025-01-02 16:07:45.724696356,dave,10.0.1.18,login,1
2025-01-02 16:08:50.202764976,carol,10.0.2.126,login,1
2025-01-02 16:10:25.413043478,alice,10.0.0.85,login,1
2025-01-02 16:12:07.122743682,bob,10.0.3.43,ssh_open,0
2025-01-02 16:13:35.518218623,dave,10.0.0.126,login,1
2025-01-02 16:15:28.354838709,carol,10.0.0.91,ssh_open,1
2025-01-02 16:16:41.060869565,alice,10.0.0.193,passwd_change,1
2025-01-02 16:17:19.032490974,bob,10.0.2.248,login,0
2025-01-02 16:19:25.311740890,dave,10.0.0.88,login,1
2025-01-02 16:22:06.506912442,carol,10.0.2.70,login,1
2025-01-02 16:22:30.942238267,bob,10.0.0.65,login,0
2025-01-02 16:22:56.708695652,alice,10.0.3.66,login,1
2025-01-02 16:25:15.105263157,dave,10.0.2.222,logout,0
2025-01-02 16:27:42.851985559,bob,10.0.1.185,login,1
2025-01-02 16:28:44.658986175,carol,10.0.2.249,login,1
2025-01-02 16:29:12.356521739,alice,10.0.1.81,ssh_open,1
2025-01-02 16:31:04.898785425,dave,10.0.0.111,login,0
2025-01-02 16:32:54.761732851,bob,10.0.3.203,login,1
2025-01-02 16:35:22.811059907,carol,10.0.0.65,login,1
2025-01-02 16:35:28.004347826,alice,10.0.3.125,login,1
2025-01-02 16:36:54.692307692,dave,10.0.0.109,ssh_open,1
2025-01-02 16:38:06.671480144,bob,10.0.3.113,login,1
2025-01-02 16:41:43.652173913,alice,10.0.3.115,login,1
2025-01-02 16:42:00.963133640,carol,10.0.0.185,logout,1
2025-01-02 16:42:44.485829959,dave,10.0.1.204,login,0
2025-01-02 16:43:18.581227436,bob,10.0.2.54,login,1
2025-01-02 16:47:59.300000000,alice,10.0.2.135,login,1
2025-01-02 16:48:30.490974729,bob,10.0.1.48,logout,1
2025-01-02 16:48:34.279352226,dave,10.0.1.238,logout,0
2025-01-02 16:48:39.115207373,carol,10.0.1.73,login,1
2025-01-02 16:53:42.400722021,bob,10.0.0.218,login,1
2025-01-02 16:54:14.947826086,alice,10.0.1.223,login,1
2025-01-02 16:54:24.072874493,dave,10.0.0.14,login,1
2025-01-02 16:55:17.267281105,carol,10.0.0.18,login,1
2025-01-02 16:58:54.310469314,bob,10.0.3.130,login,1
2025-01-02 17:00:13.866396761,dave,10.0.0.91,login,1
2025-01-02 17:00:30.595652173,alice,10.0.2.196,logout,1
2025-01-02 17:01:55.419354838,carol,10.0.1.174,logout,1
2025-01-02 17:04:06.220216606,bob,10.0.0.23,login,1
2025-01-02 17:06:03.659919028,dave,10.0.0.24,login,1
2025-01-02 17:06:46.243478260,alice,10.0.3.64,passwd_change,1
2025-01-02 17:08:33.571428571,carol,10.0.0.1,logout,1
2025-01-02 17:09:18.129963898,bob,10.0.0.183,ssh_open,1
2025-01-02 17:11:53.453441295,dave,10.0.0.248,login,1
2025-01-02 17:13:01.891304347,alice,10.0.0.148,login,1
2025-01-02 17:14:30.039711191,bob,10.0.0.64,logout,1
2025-01-02 17:15:11.723502304,carol,10.0.1.172,login,0
2025-01-02 17:17:43.246963562,dave,10.0.3.5,ssh_open,1
2025-01-02 17:19:17.539130434,alice,10.0.1.111,ssh_open,1
2025-01-02 17:19:41.949458483,bob,203.0.113.38,login,0
2025-01-02 17:19:41.949458483,bob,10.0.3.223,ssh_open,1
2025-01-02 17:21:49.875576036,carol,10.0.1.64,login,0
2025-01-02 17:23:33.040485829,dave,10.0.3.53,login,1
2025-01-02 17:24:53.859205776,bob,10.0.3.79,logout,0
2025-01-02 17:25:33.186956521,alice,10.0.0.102,login,1
2025-01-02 17:28:28.027649769,carol,10.0.0.190,login,1
2025-01-02 17:29:22.834008097,dave,10.0.1.84,login,1
2025-01-02 17:30:05.768953068,bob,10.0.2.51,logout,0
2025-01-02 17:31:48.834782608,alice,10.0.1.90,login,1
2025-01-02 17:35:06.179723502,carol,10.0.3.196,login,1
2025-01-02 17:35:12.627530364,dave,10.0.1.194,login,1
2025-01-02 17:35:17.678700361,bob,10.0.3.22,login,1
2025-01-02 17:38:04.482608695,alice,10.0.2.151,login,1
2025-01-02 17:40:29.588447653,bob,10.0.2.130,ssh_open,1
2025-01-02 17:41:02.421052631,dave,10.0.2.151,login,1
2025-01-02 17:41:44.331797235,carol,10.0.2.184,login,1
2025-01-02 17:44:20.130434782,alice,10.0.1.29,login,1
2025-01-02 17:45:41.498194945,bob,10.0.3.115,login,1
2025-01-02 17:46:52.214574898,dave,10.0.2.185,passwd_change,1
2025-01-02 17:48:22.483870967,carol,10.0.1.7,login,1
2025-01-02 17:50:35.778260869,alice,10.0.2.45,logout,1
2025-01-02 17:50:53.407942238,bob,10.0.0.191,login,1
2025-01-02 17:52:42.008097165,dave,10.0.0.101,ssh_open,1
2025-01-02 17:55:00.635944700,carol,10.0.1.179,login,1
2025-01-02 17:56:05.317689530,bob,10.0.2.119,logout,1
2025-01-02 17:56:51.426086956,alice,10.0.1.106,login,1
2025-01-02 17:58:31.801619433,dave,10.0.0.179,passwd_change,1
2025-01-02 18:01:17.227436823,bob,10.0.1.88,login,1
2025-01-02 18:01:38.788018433,carol,10.0.2.252,login,1
2025-01-02 18:03:07.073913043,alice,10.0.0.99,login,1
2025-01-02 18:04:21.595141700,dave,10.0.1.162,login,1
2025-01-02 18:06:29.137184115,bob,10.0.1.67,login,1
2025-01-02 18:08:16.940092165,carol,10.0.3.62,logout,1
2025-01-02 18:09:22.721739130,alice,10.0.1.216,login,1
2025-01-02 18:10:11.388663967,dave,10.0.2.70,login,1
2025-01-02 18:11:41.046931407,bob,10.0.1.71,login,1
2025-01-02 18:14:55.092165898,carol,10.0.0.70,login,1
2025-01-02 18:15:38.369565217,alice,10.0.3.2,login,1
2025-01-02 18:16:01.182186234,dave,10.0.0.248,logout,1
2025-01-02 18:16:52.956678700,bob,203.0.113.68,login,0
2025-01-02 18:16:52.956678700,bob,10.0.0.236,login,0
2025-01-02 18:21:33.244239631,carol,10.0.3.207,ssh_open,1
2025-01-02 18:21:50.975708502,dave,10.0.1.28,login,1
2025-01-02 18:21:54.017391304,alice,10.0.2.163,login,0
2025-01-02 18:22:04.866425992,bob,10.0.0.42,logout,1
2025-01-02 18:27:16.776173285,bob,10.0.0.251,login,1
2025-01-02 18:27:40.769230769,dave,10.0.1.230,logout,1
2025-01-02 18:28:09.665217391,alice,10.0.1.120,logout,1
2025-01-02 18:28:11.396313364,carol,10.0.0.41,ssh_open,1
2025-01-02 18:32:28.685920577,bob,10.0.1.84,logout,1
